CaseMasterID,CrimeNo,CrimeRegisteredDate,PoliceStation,District,CaseCategory,Gravity,CrimeMajorHead,CrimeMinorHead,CaseStatus,Court,IncidentFromDate,latitude,longitude,BriefFacts,FinalReportType
4857,100040017202500052,2025-01-05,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Crimes Against Women,Cruelty by Husband/Relatives,Closed - Undetected,Mangaluru City District & Sessions Court,2025-01-05 22:00:00,12.890338,74.833843,Complainant reported the incident of cruelty by husband/relatives which occurred near Yelahanka New Town. Investigation taken up.,C
4859,100080021202300040,2023-09-24,Shivamogga Doddapete PS,Shivamogga,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Acquitted,Shivamogga District & Sessions Court,2023-09-22 12:00:00,13.939656,75.584834,Altercation between complainant and accused over money matter near Whitefield Main Road; accused assaulted complainant with hands and iron rod causing simple injuries.,A
4860,100020014202500056,2025-03-09,Devanahalli PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Closed - Undetected,Bengaluru Rural District & Sessions Court,2025-03-09 17:00:00,13.218115,77.701588,Complainant reported the incident of grievous hurt which occurred near Electronic City Phase 1. Investigation taken up.,C
4863,100030016202500046,2025-10-07,Mysuru VV Puram PS,Mysuru,FIR,Heinous,Crimes Against Body,Attempt to Murder,Closed - False Case,Mysuru District & Sessions Court,2025-10-07 15:00:00,12.30782,76.649138,Complainant reported the incident of attempt to murder which occurred near Yelahanka New Town. Investigation taken up.,B
4864,100040017202200061,2022-11-25,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Cyber Crimes,Identity Theft,Closed - Undetected,Mangaluru City District & Sessions Court,2022-11-23 05:00:00,12.846411,74.833234,Complainant reported the incident of identity theft which occurred near Majestic Bus Stand. Investigation taken up.,C
4865,100010012202300044,2023-09-17,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Closed - Undetected,Bengaluru City District & Sessions Court,2023-09-15 02:00:00,13.090651,77.575867,Complainant parked his Splendor motorcycle bearing registration KA-03-DD-1383 near Hubballi Old Bus Stand. On return the vehicle was found stolen.,C
4867,100010006202100060,2021-06-21,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Cyber Crimes,Identity Theft,Charge Sheeted,Bengaluru City District & Sessions Court,2021-06-20 23:00:00,12.968297,77.593303,Complainant reported the incident of identity theft which occurred near Hebbal Flyover. Investigation taken up.,A
4868,100060019202300047,2023-07-18,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Crimes Against Public Order,Rioting,Charge Sheeted,Kalaburagi District & Sessions Court,2023-07-17 08:00:00,17.30937,76.825743,Complainant reported the incident of rioting which occurred near Whitefield Main Road. Investigation taken up.,A
4869,100030016202300052,2023-08-04,Mysuru VV Puram PS,Mysuru,FIR,Heinous,Crimes Against Property,Robbery,Charge Sheeted,Mysuru District & Sessions Court,2023-08-03 04:00:00,12.294082,76.667453,Complainant reported the incident of robbery which occurred near Mysuru Devaraja Market. Investigation taken up.,A
4871,100010008202400054,2024-03-19,Cubbon Park PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Bengaluru City District & Sessions Court,2024-03-18 12:00:00,13.000194,77.613833,Complainant reported the incident of ordinary theft which occurred near Electronic City Phase 1. Investigation taken up.,C
4872,100060019202500049,2025-08-28,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Kalaburagi District & Sessions Court,2025-08-27 00:00:00,17.318167,76.821649,Altercation between complainant and accused over trivial issue near Hubballi Old Bus Stand; accused assaulted complainant with hands and stone causing simple injuries.,A
4873,100050018202600049,2026-01-20,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Crimes Against Women,Cruelty by Husband/Relatives,Closed - Undetected,Belagavi District & Sessions Court,2026-01-19 05:00:00,15.830361,74.50798,Complainant reported the incident of cruelty by husband/relatives which occurred near Malleshwaram 8th Cross. Investigation taken up.,C
4875,100030016202200054,2022-04-18,Mysuru VV Puram PS,Mysuru,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Mysuru District & Sessions Court,2022-04-18 14:00:00,12.301308,76.66937,Altercation between complainant and accused over money matter near KR Market; accused assaulted complainant with hands and club causing simple injuries.,A
4876,100010007202400064,2024-03-04,KR Market PS,Bengaluru City,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Charge Sheeted,Bengaluru City District & Sessions Court,2024-03-02 23:00:00,12.978338,77.588043,Online fraud: complainant lost Rs. 25000 in fake loan app scheme advertised on social media.,A
4878,100010006202200047,2022-05-13,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Convicted,Bengaluru City District & Sessions Court,2022-05-13 23:00:00,12.967437,77.580237,Complainant parked his Activa scooter bearing registration KA-05-BA-4971 near MG Road. On return the vehicle was found stolen.,A
4879,100080021202200057,2022-02-19,Shivamogga Doddapete PS,Shivamogga,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Charge Sheeted,Shivamogga District & Sessions Court,2022-02-17 08:00:00,13.905124,75.588277,Complainant reported the incident of ordinary theft which occurred near Mysuru Devaraja Market. Investigation taken up.,A
4881,100040017202300051,2023-01-01,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Charge Sheeted,Mangaluru City District & Sessions Court,2022-12-31 21:00:00,12.856768,74.831842,"Complainant received a call from unknown person posing as bank official and was induced to share OTP, following which Rs. 80000 was fraudulently transferred from his account.",A
4882,100060019202100047,2021-11-25,Kalaburagi Station Bazaar PS,Kalaburagi,FIR,Non-Heinous,Cyber Crimes,Identity Theft,Acquitted,Kalaburagi District & Sessions Court,2021-11-24 21:00:00,17.314403,76.848292,Complainant reported the incident of identity theft which occurred near Shivajinagar. Investigation taken up.,A
4883,100050018202600050,2026-11-11,Belagavi Market PS,Belagavi,FIR,Heinous,Crimes Against Women,Molestation,Closed - Undetected,Belagavi District & Sessions Court,2026-11-10 05:00:00,15.857073,74.493072,Complainant reported the incident of molestation which occurred near City Railway Station. Investigation taken up.,C
4884,100010010202300034,2023-01-10,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Public Order,Rioting,Closed - Undetected,Bengaluru City District & Sessions Court,2023-01-09 19:00:00,12.909293,77.651264,Complainant reported the incident of rioting which occurred near MG Road. Investigation taken up.,C
4888,100010007202600049,2026-02-19,KR Market PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Acquitted,Bengaluru City District & Sessions Court,2026-02-18 11:00:00,12.979006,77.597865,Complainant reported the incident of ordinary theft which occurred near Majestic Bus Stand. Investigation taken up.,A
4890,100010006202100061,2021-09-02,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Public Order,Rioting,Closed - Undetected,Bengaluru City District & Sessions Court,2021-08-31 06:00:00,12.95636,77.573331,Complainant reported the incident of rioting which occurred near Hubballi Old Bus Stand. Investigation taken up.,C
4891,100050018202200043,2022-07-13,Belagavi Market PS,Belagavi,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Charge Sheeted,Belagavi District & Sessions Court,2022-07-11 07:00:00,15.843323,74.475069,Altercation between complainant and accused over money matter near Yelahanka New Town; accused assaulted complainant with hands and club causing simple injuries.,A
4892,100010006202600057,2026-10-25,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Simple Hurt,Convicted,Bengaluru City District & Sessions Court,2026-10-23 19:00:00,12.965977,77.584235,Altercation between complainant and accused over money matter near Belagavi Fort Road; accused assaulted complainant with hands and stone causing simple injuries.,A
4893,100010010202400044,2024-08-12,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Women,Cruelty by Husband/Relatives,Closed - Undetected,Bengaluru City District & Sessions Court,2024-08-10 15:00:00,12.944787,77.639675,Complainant reported the incident of cruelty by husband/relatives which occurred near Banashankari Temple. Investigation taken up.,C
4894,100010012202400062,2024-04-01,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,Bengaluru City District & Sessions Court,2024-03-31 09:00:00,13.125976,77.601871,Complainant reported the incident of cheating which occurred near MG Road. Investigation taken up.,A
4895,100010011202300048,2023-12-17,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Women,Cruelty by Husband/Relatives,Closed - Undetected,Bengaluru City District & Sessions Court,2023-12-17 20:00:00,12.956933,77.757471,Complainant reported the incident of cruelty by husband/relatives which occurred near Shivajinagar. Investigation taken up.,C
4899,100040017202200063,2022-08-05,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Crimes Against Women,Cruelty by Husband/Relatives,Acquitted,Mangaluru City District & Sessions Court,2022-08-04 03:00:00,12.845358,74.827464,Complainant reported the incident of cruelty by husband/relatives which occurred near Jayanagar 4th Block. Investigation taken up.,A
4901,100020014202400066,2024-10-21,Devanahalli PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Convicted,Bengaluru Rural District & Sessions Court,2024-10-21 04:00:00,13.256488,77.729331,Two persons on a black Pulsar motorcycle approached the complainant walking near Hebbal Flyover and the pillion rider snatched the gold chain weighing approx 20 grams from her neck and sped away towards Market side.,A
4903,100010006202300041,2023-03-15,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Chain Snatching,Convicted,Bengaluru City District & Sessions Court,2023-03-13 18:00:00,12.965346,77.596729,Two persons on a red Activa scooter approached the complainant walking near Malleshwaram 8th Cross and the pillion rider snatched the gold chain weighing approx 40 grams from her neck and sped away towards Market side.,A
4904,100010011202100051,2021-06-05,Whitefield PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Charge Sheeted,Bengaluru City District & Sessions Court,2021-06-03 20:00:00,12.987468,77.775681,Bolero KA-41-EB-2519 stolen from parking area near Electronic City Phase 1 between 1300 and 1800 hours.,A
4905,100010007202400065,2024-04-24,KR Market PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Charge Sheeted,Bengaluru City District & Sessions Court,2024-04-22 18:00:00,12.974866,77.564587,Complainant parked his Splendor motorcycle bearing registration KA-05-FD-6954 near Mysuru Devaraja Market. On return the vehicle was found stolen.,A
4906,100020013202400051,2024-12-22,Nelamangala PS,Bengaluru Rural,FIR,Heinous,Crimes Against Women,Molestation,Closed - Undetected,Bengaluru Rural District & Sessions Court,2024-12-20 01:00:00,13.123668,77.402339,Complainant reported the incident of molestation which occurred near Hebbal Flyover. Investigation taken up.,C
4907,100010010202300035,2023-06-14,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Closed - False Case,Bengaluru City District & Sessions Court,2023-06-13 11:00:00,12.937717,77.634827,Complainant reported the incident of grievous hurt which occurred near Koramangala 5th Block. Investigation taken up.,B
4908,100010010202500055,2025-06-09,Koramangala PS,Bengaluru City,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Acquitted,Bengaluru City District & Sessions Court,2025-06-07 17:00:00,12.940008,77.634337,Online fraud: complainant lost Rs. 120000 in fake KYC update scheme advertised on social media.,A
4909,100010006202300042,2023-08-25,Upparpet PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Bengaluru City District & Sessions Court,2023-08-25 14:00:00,12.980692,77.58426,Complainant reported the incident of ordinary theft which occurred near Malleshwaram 8th Cross. Investigation taken up.,C
4910,100010012202500060,2025-12-19,Yelahanka PS,Bengaluru City,FIR,Non-Heinous,Cyber Crimes,Online Financial Fraud,Convicted,Bengaluru City District & Sessions Court,2025-12-19 11:00:00,13.094755,77.594912,"Complainant received a call from unknown person posing as bank official and was induced to share OTP, following which Rs. 120000 was fraudulently transferred from his account.",A
4912,100010006202500069,2025-11-05,Upparpet PS,Bengaluru City,FIR,Heinous,Crimes Against Property,Robbery,Acquitted,Bengaluru City District & Sessions Court,2025-11-04 04:00:00,12.967108,77.567907,Complainant reported the incident of robbery which occurred near Electronic City Phase 1. Investigation taken up.,A
4915,100020013202600050,2026-05-26,Nelamangala PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,Ordinary Theft,Closed - Undetected,Bengaluru Rural District & Sessions Court,2026-05-26 13:00:00,13.07621,77.384245,Complainant reported the incident of ordinary theft which occurred near MG Road. Investigation taken up.,C
4917,100010007202600050,2026-10-06,KR Market PS,Bengaluru City,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,Bengaluru City District & Sessions Court,2026-10-04 01:00:00,12.94857,77.5751,Complainant reported the incident of grievous hurt which occurred near Jayanagar 4th Block. Investigation taken up.,A
4918,100070020202300052,2023-07-16,Hubballi Town PS,Hubballi-Dharwad,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Charge Sheeted,Hubballi-Dharwad District & Sessions Court,2023-07-16 18:00:00,15.356946,75.139201,Splendor motorcycle KA-51-BC-3285 stolen from parking area near MG Road between 1830 and 1900 hours.,A
4920,100020014202100055,2021-10-11,Devanahalli PS,Bengaluru Rural,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Convicted,Bengaluru Rural District & Sessions Court,2021-10-09 01:00:00,13.22376,77.726876,Swift car KA-04-BA-3105 stolen from parking area near Jayanagar 4th Block between 1200 and 0800 hours.,A
4921,100040017202200064,2022-10-10,Mangaluru North PS,Mangaluru City,FIR,Non-Heinous,Crimes Against Property,Vehicle Theft,Acquitted,Mangaluru City District & Sessions Court,2022-10-10 06:00:00,12.853515,74.864022,Complainant parked his Bolero bearing registration KA-05-BE-3633 near Hebbal Flyover. On return the vehicle was found stolen.,A
